permit_number;permit_type;filed_date;issued_date;completed_date;current_status;neighborhood;estimated_cost;days_to_issue;days_to_complete;year
201501236521;otc alterations permit;2015-01-23;2015-04-16;NULL;issued;Tenderloin;85000.0;83.0;NULL;2015
M553047;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Pacific Heights;NULL;0.0;NULL;2015
201501236523;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;South of Market;60000.0;0.0;NULL;2015
201501236524;otc alterations permit;2015-01-23;2015-01-23;2015-01-28;complete;Inner Richmond;7000.0;0.0;5.0;2015
201501236526;otc alterations permit;2015-01-23;2015-01-23;2015-01-28;complete;Inner Richmond;7000.0;0.0;5.0;2015
M553067;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Mission;NULL;0.0;NULL;2015
M553067;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Unknown;NULL;0.0;NULL;2015
201501236528;otc alterations permit;2015-01-23;2015-02-02;NULL;issued;Pacific Heights;1.0;10.0;NULL;2015
201501236527;sign - erect;2015-01-23;2015-01-23;2015-11-05;complete;South of Market;13131.0;0.0;286.0;2015
201501236529;otc alterations permit;2015-01-23;2015-01-23;2015-02-10;complete;Mission;2000.0;0.0;18.0;2015
201501236530;otc alterations permit;2015-01-23;2015-03-25;2015-12-04;complete;Bayview Hunters Point;415000.0;61.0;315.0;2015
M553087;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2015
201501236531;otc alterations permit;2015-01-23;2015-01-26;NULL;issued;Haight Ashbury;25000.0;3.0;NULL;2015
M553107;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2015
201501236532;otc alterations permit;2015-01-23;2015-02-18;2015-11-16;complete;Financial District/South Beach;45000.0;26.0;297.0;2015
201501236533;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Seacliff;10060.0;0.0;NULL;2015
201501236535;otc alterations permit;2015-01-23;2015-01-23;2015-03-03;complete;Russian Hill;1.0;0.0;39.0;2015
201501236534;otc alterations permit;2015-01-23;2015-03-04;2015-07-07;complete;Pacific Heights;40000.0;40.0;165.0;2015
201501236536;otc alterations permit;2015-01-23;2015-01-23;2015-02-02;complete;West of Twin Peaks;12600.0;0.0;10.0;2015
201501236537;otc alterations permit;2015-01-23;2015-01-29;2015-09-25;complete;Outer Mission;5000.0;6.0;245.0;2015
201501236538;sign - erect;2015-01-23;2015-05-08;NULL;issued;Financial District/South Beach;20000.0;105.0;NULL;2015
201501236540;otc alterations permit;2015-01-23;2015-01-23;2015-02-20;complete;Chinatown;800.0;0.0;28.0;2015
201501236541;sign - erect;2015-01-23;2015-05-08;NULL;issued;Financial District/South Beach;5000.0;105.0;NULL;2015
201501236539;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Tenderloin;2000.0;0.0;NULL;2015
201501236542;otc alterations permit;2015-01-23;2015-01-23;2015-01-28;complete;Mission;1.0;0.0;5.0;2015
201501236543;sign - erect;2015-01-23;2015-05-08;NULL;issued;Financial District/South Beach;3000.0;105.0;NULL;2015
M553127;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Western Addition;NULL;0.0;NULL;2015
201501236544;otc alterations permit;2015-01-23;2015-01-23;2015-05-06;complete;Unknown;15000.0;0.0;103.0;2015
201501236547;otc alterations permit;2015-01-23;2015-01-28;NULL;issued;Mission Bay;105000.0;5.0;NULL;2015
201501236545;additions alterations or repairs;2015-01-23;2015-03-16;2016-11-29;complete;Financial District/South Beach;3100000.0;52.0;676.0;2015
201501236546;otc alterations permit;2015-01-23;2015-01-23;2015-04-18;complete;Castro/Upper Market;300.0;0.0;85.0;2015
M553147;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Noe Valley;NULL;0.0;NULL;2015
201501236549;otc alterations permit;2015-01-23;2015-01-26;2015-07-07;complete;Financial District/South Beach;1.0;3.0;165.0;2015
201501236550;otc alterations permit;2015-01-23;2015-01-23;2015-04-20;complete;Lone Mountain/USF;20000.0;0.0;87.0;2015
201501236551;otc alterations permit;2015-01-23;2015-04-20;NULL;issued;Castro/Upper Market;250000.0;87.0;NULL;2015
201501236553;otc alterations permit;2015-01-23;2015-09-21;2015-11-03;complete;Tenderloin;9000.0;241.0;284.0;2015
201501236552;otc alterations permit;2015-01-23;2015-01-26;2016-03-21;complete;West of Twin Peaks;1.0;3.0;423.0;2015
201501236554;additions alterations or repairs;2015-01-23;2015-03-25;2016-03-24;complete;Western Addition;75000.0;61.0;426.0;2015
201501236555;otc alterations permit;2015-01-23;2015-01-30;2015-03-05;complete;Russian Hill;1.0;7.0;41.0;2015
201501236556;additions alterations or repairs;2015-01-23;2016-12-16;NULL;issued;Presidio Heights;125000.0;693.0;NULL;2015
201501236557;otc alterations permit;2015-01-23;2015-02-27;2015-06-25;complete;Excelsior;49500.0;35.0;153.0;2015
201501236559;otc alterations permit;2015-01-23;2015-01-29;NULL;issued;Haight Ashbury;10000.0;6.0;NULL;2015
201501236560;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Russian Hill;2000.0;0.0;NULL;2015
201501236561;otc alterations permit;2015-01-23;2015-01-23;2015-08-05;complete;Haight Ashbury;50000.0;0.0;194.0;2015
M553187;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2015
201501236562;otc alterations permit;2015-01-23;2015-01-26;2015-07-24;complete;Portola;75000.0;3.0;182.0;2015
M553207;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2015
201501236563;additions alterations or repairs;2015-01-23;2015-03-31;NULL;issued;Financial District/South Beach;45000.0;67.0;NULL;2015
201501236564;otc alterations permit;2015-01-23;2015-01-26;2015-04-16;complete;Financial District/South Beach;865329.0;3.0;83.0;2015
201501236515;otc alterations permit;2015-01-23;2015-03-04;2015-04-13;complete;Financial District/South Beach;1.0;40.0;80.0;2015
201501236565;new construction wood frame;2015-01-23;2015-11-09;NULL;issued;Bayview Hunters Point;39000000.0;290.0;NULL;2015
201501236567;otc alterations permit;2015-01-23;2015-01-23;2015-04-07;complete;Pacific Heights;10000.0;0.0;74.0;2015
201501236568;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Western Addition;30000.0;0.0;NULL;2015
M553227;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Outer Richmond;NULL;0.0;NULL;2015
201501236569;otc alterations permit;2015-01-23;2015-02-06;2016-06-27;complete;Mission;35000.0;14.0;521.0;2015
201501236570;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Presidio Heights;21367.0;0.0;NULL;2015
201501236571;otc alterations permit;2015-01-23;NULL;NULL;filed;Castro/Upper Market;19000.0;NULL;NULL;2015
201501236572;otc alterations permit;2015-01-23;2015-01-23;2015-02-13;complete;Financial District/South Beach;7000.0;0.0;21.0;2015
201501236573;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Outer Mission;10472.0;0.0;NULL;2015
201501236574;otc alterations permit;2015-01-23;2015-01-23;2015-04-28;complete;Pacific Heights;22750.0;0.0;95.0;2015
M553247;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Nob Hill;NULL;0.0;NULL;2015
201501236575;otc alterations permit;2015-01-23;2015-03-17;NULL;issued;West of Twin Peaks;800.0;53.0;NULL;2015
201501236576;otc alterations permit;2015-01-23;2015-02-10;NULL;issued;Hayes Valley;50000.0;18.0;NULL;2015
M553267;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Tenderloin;NULL;0.0;NULL;2015
201501236577;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Oceanview/Merced/Ingleside;1200.0;0.0;NULL;2015
201501236578;otc alterations permit;2015-01-23;2015-01-23;2015-09-10;complete;Haight Ashbury;25000.0;0.0;230.0;2015
201501236579;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Haight Ashbury;50000.0;0.0;NULL;2015
201501236580;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Noe Valley;1.0;0.0;NULL;2015
201501236581;otc alterations permit;2015-01-23;2015-01-26;2015-01-29;complete;Financial District/South Beach;1.0;3.0;6.0;2015
201501236582;otc alterations permit;2015-01-23;2015-01-27;2016-04-29;complete;Inner Richmond;200.0;4.0;462.0;2015
201501236583;otc alterations permit;2015-01-23;2015-02-04;2015-04-29;complete;Pacific Heights;47000.0;12.0;96.0;2015
201501236584;otc alterations permit;2015-01-23;2015-01-23;2016-09-06;complete;Financial District/South Beach;210000.0;0.0;592.0;2015
M553287;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Hayes Valley;NULL;0.0;NULL;2015
201501236585;otc alterations permit;2015-01-23;2015-01-23;2015-05-18;complete;Russian Hill;1.0;0.0;115.0;2015
M553327;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Outer Richmond;NULL;0.0;NULL;2015
201501236587;otc alterations permit;2015-01-23;2015-01-23;2015-06-24;complete;Nob Hill;3800.0;0.0;152.0;2015
201501236588;otc alterations permit;2015-01-23;2015-01-26;2015-03-23;complete;Mission;9000.0;3.0;59.0;2015
201501236586;otc alterations permit;2015-01-23;2015-01-23;2015-02-24;complete;Lone Mountain/USF;18000.0;0.0;32.0;2015
201501236589;otc alterations permit;2015-01-23;2015-01-23;2015-01-30;complete;Bernal Heights;2500.0;0.0;7.0;2015
M553347;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2015
201501236590;otc alterations permit;2015-01-23;NULL;NULL;filed;Castro/Upper Market;1.0;NULL;NULL;2015
201501236591;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Mission Bay;35000.0;0.0;NULL;2015
201501226456;otc alterations permit;2015-01-22;2015-01-23;NULL;issued;Outer Richmond;75.0;1.0;NULL;2015
201501236593;otc alterations permit;2015-01-23;2015-01-23;2015-04-30;complete;Mission;20000.0;0.0;97.0;2015
M553367;otc alterations permit;2015-01-23;2015-01-23;NULL;issued;Mission;NULL;0.0;NULL;2015
201501236594;otc alterations permit;2015-01-23;2015-01-27;2015-05-21;complete;Castro/Upper Market;25000.0;4.0;118.0;2015
201501236595;otc alterations permit;2015-01-23;2015-01-26;2015-03-11;complete;Castro/Upper Market;2500.0;3.0;47.0;2015
201501236497;otc alterations permit;2015-01-23;2015-01-23;2016-02-23;complete;Sunset/Parkside;1500.0;0.0;396.0;2015
201501236596;otc alterations permit;2015-01-23;2015-01-26;NULL;issued;Haight Ashbury;1.0;3.0;NULL;2015
201501236597;otc alterations permit;2015-01-23;2015-01-23;2015-02-25;complete;Glen Park;6500.0;0.0;33.0;2015
201501236598;otc alterations permit;2015-01-23;2015-01-26;2015-12-28;complete;Inner Sunset;8000.0;3.0;339.0;2015
201501236599;otc alterations permit;2015-01-23;2015-01-23;2015-02-05;complete;West of Twin Peaks;7000.0;0.0;13.0;2015
201501236600;otc alterations permit;2015-01-23;2015-01-23;2015-02-26;complete;Oceanview/Merced/Ingleside;5300.0;0.0;34.0;2015
201501236601;otc alterations permit;2015-01-23;2015-01-26;2015-07-08;complete;Tenderloin;50000.0;3.0;166.0;2015
201501236592;additions alterations or repairs;2015-01-23;2016-10-11;NULL;issued;Hayes Valley;190000.0;627.0;NULL;2015
201501266602;otc alterations permit;2015-01-26;2015-10-30;NULL;suspend;Oceanview/Merced/Ingleside;20000.0;277.0;NULL;2015
M553387;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Mission;NULL;0.0;NULL;2015
201501266603;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;West of Twin Peaks;35000.0;0.0;NULL;2015
201501266605;otc alterations permit;2015-01-26;2015-01-26;NULL;expired;Excelsior;6400.0;0.0;NULL;2015
M553407;otc alterations permit;2015-01-26;NULL;NULL;filed;Chinatown;NULL;NULL;NULL;2015
M553427;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Chinatown;NULL;0.0;NULL;2015
201501266606;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Presidio Heights;11800.0;0.0;NULL;2015
201501266608;sign - erect;2015-01-26;2015-08-11;2015-08-14;complete;Financial District/South Beach;5000.0;197.0;200.0;2015
201501266607;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Mission;5500.0;0.0;NULL;2015
201501266609;otc alterations permit;2015-01-26;2015-01-26;2015-12-31;complete;South of Market;69525.0;0.0;339.0;2015
201501266610;otc alterations permit;2015-01-26;2015-01-28;2015-11-13;complete;South of Market;78795.0;2.0;291.0;2015
201501266611;otc alterations permit;2015-01-26;2015-01-26;2015-01-30;complete;Mission Bay;6180.0;0.0;4.0;2015
201501266613;otc alterations permit;2015-01-26;2015-02-03;2015-06-04;complete;Marina;33000.0;8.0;129.0;2015
201501266616;otc alterations permit;2015-01-26;2015-01-26;2015-04-08;complete;Tenderloin;1850.0;0.0;72.0;2015
201501266617;otc alterations permit;2015-01-26;2015-02-03;NULL;issued;Sunset/Parkside;36000.0;8.0;NULL;2015
201501266618;otc alterations permit;2015-01-26;2015-01-26;2015-06-19;complete;Financial District/South Beach;45000.0;0.0;144.0;2015
201501266619;otc alterations permit;2015-01-26;2015-01-26;2016-05-23;complete;Noe Valley;15000.0;0.0;483.0;2015
201501266620;otc alterations permit;2015-01-26;2015-01-26;2015-03-16;complete;Mission;5500.0;0.0;49.0;2015
M553467;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Mission;NULL;0.0;NULL;2015
201501266622;otc alterations permit;2015-01-26;2015-01-26;2016-11-08;complete;West of Twin Peaks;4500.0;0.0;652.0;2015
201501266623;otc alterations permit;2015-01-26;2015-02-02;2015-06-05;complete;Sunset/Parkside;60000.0;7.0;130.0;2015
M553487;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Tenderloin;NULL;0.0;NULL;2015
M553507;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;South of Market;NULL;0.0;NULL;2015
M553509;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Marina;NULL;0.0;NULL;2015
M553510;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2015
M553511;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Potrero Hill;NULL;0.0;NULL;2015
M553508;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Nob Hill;NULL;0.0;NULL;2015
201501266624;otc alterations permit;2015-01-26;NULL;NULL;filed;West of Twin Peaks;1.0;NULL;NULL;2015
201501266625;otc alterations permit;2015-01-26;2015-01-27;2015-08-12;complete;Financial District/South Beach;200000.0;1.0;198.0;2015
201501266627;otc alterations permit;2015-01-26;2015-01-26;2015-10-09;complete;West of Twin Peaks;20000.0;0.0;256.0;2015
201501266626;otc alterations permit;2015-01-26;2015-01-26;2015-03-10;complete;Haight Ashbury;12000.0;0.0;43.0;2015
201501266628;otc alterations permit;2015-01-26;2015-01-26;2015-08-03;complete;West of Twin Peaks;8000.0;0.0;189.0;2015
M553527;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Excelsior;NULL;0.0;NULL;2015
M553547;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Sunset/Parkside;NULL;0.0;NULL;2015
201501266629;otc alterations permit;2015-01-26;2015-01-26;2015-02-23;complete;Bernal Heights;8500.0;0.0;28.0;2015
M553567;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2015
201501266630;new construction;2015-01-26;2015-08-10;2017-04-14;complete;Haight Ashbury;15000000.0;196.0;809.0;2015
201501266631;otc alterations permit;2015-01-26;2015-01-26;2015-02-03;complete;Glen Park;20000.0;0.0;8.0;2015
M553587;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Hayes Valley;NULL;0.0;NULL;2015
201501266632;otc alterations permit;2015-01-26;2015-10-22;NULL;issued;North Beach;36239.0;269.0;NULL;2015
201501266633;otc alterations permit;2015-01-26;2015-01-26;2015-03-16;complete;West of Twin Peaks;3000.0;0.0;49.0;2015
201501266634;otc alterations permit;2015-01-26;2015-01-27;2015-06-25;complete;Castro/Upper Market;28000.0;1.0;150.0;2015
M553607;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2015
201501266621;otc alterations permit;2015-01-26;2015-01-26;2015-05-05;complete;South of Market;5000.0;0.0;99.0;2015
201501266639;otc alterations permit;2015-01-26;2015-02-12;2015-10-19;complete;Tenderloin;1600.0;17.0;266.0;2015
201501266640;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Excelsior;9500.0;0.0;NULL;2015
201501266637;otc alterations permit;2015-01-26;2015-02-11;NULL;reinstated;Mission;35000.0;16.0;NULL;2015
201501266641;otc alterations permit;2015-01-26;2015-02-05;NULL;issued;Inner Sunset;2250.0;10.0;NULL;2015
201501266642;otc alterations permit;2015-01-26;2015-01-26;2015-06-09;complete;West of Twin Peaks;25000.0;0.0;134.0;2015
M553627;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Outer Richmond;NULL;0.0;NULL;2015
201501266643;otc alterations permit;2015-01-26;2015-01-26;2015-06-18;complete;North Beach;10000.0;0.0;143.0;2015
M553647;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Noe Valley;NULL;0.0;NULL;2015
201501266644;otc alterations permit;2015-01-26;2015-01-26;2015-04-13;complete;Pacific Heights;8500.0;0.0;77.0;2015
201501266645;otc alterations permit;2015-01-26;2015-01-26;2015-04-13;complete;Pacific Heights;1.0;0.0;77.0;2015
M553667;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Outer Mission;NULL;0.0;NULL;2015
201501266646;otc alterations permit;2015-01-26;2015-01-28;2015-07-16;complete;Chinatown;10000.0;2.0;171.0;2015
M553668;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Nob Hill;NULL;0.0;NULL;2015
201501266647;additions alterations or repairs;2015-01-26;NULL;NULL;filed;Western Addition;12000.0;NULL;NULL;2015
201501266649;otc alterations permit;2015-01-26;NULL;NULL;filed;Bernal Heights;500.0;NULL;NULL;2015
201501266648;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Mission;7500.0;0.0;NULL;2015
M553687;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2015
201501266653;otc alterations permit;2015-01-26;2015-01-29;2015-03-09;complete;Inner Richmond;12500.0;3.0;42.0;2015
M553707;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2015
201501266654;otc alterations permit;2015-01-26;NULL;NULL;filed;Financial District/South Beach;1.0;NULL;NULL;2015
201501266655;otc alterations permit;2015-01-26;2015-01-26;2016-11-07;complete;Potrero Hill;45000.0;0.0;651.0;2015
201501266657;otc alterations permit;2015-01-26;2015-01-29;2015-04-21;complete;Marina;35000.0;3.0;85.0;2015
M553727;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Mission;NULL;0.0;NULL;2015
201501266656;otc alterations permit;2015-01-26;2015-01-26;2016-11-07;complete;Potrero Hill;45000.0;0.0;651.0;2015
201501266658;otc alterations permit;2015-01-26;2015-02-02;2015-07-20;complete;West of Twin Peaks;20000.0;7.0;175.0;2015
201501266659;otc alterations permit;2015-01-26;2015-01-26;2015-05-21;complete;Glen Park;22500.0;0.0;115.0;2015
201501266635;otc alterations permit;2015-01-26;2015-01-26;2015-03-27;complete;Nob Hill;20000.0;0.0;60.0;2015
201501266660;additions alterations or repairs;2015-01-26;2015-04-01;2015-08-03;complete;Hayes Valley;45000.0;65.0;189.0;2015
201501266661;otc alterations permit;2015-01-26;2015-01-26;2015-04-16;complete;Pacific Heights;26708.0;0.0;80.0;2015
201501266662;otc alterations permit;2015-01-26;2015-01-26;2015-03-24;complete;Marina;7000.0;0.0;57.0;2015
201501266663;otc alterations permit;2015-01-26;2015-01-27;2015-06-29;complete;Nob Hill;55000.0;1.0;154.0;2015
M553767;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Mission;NULL;0.0;NULL;2015
201501266664;otc alterations permit;2015-01-26;2015-01-26;2015-02-12;complete;Seacliff;1.0;0.0;17.0;2015
201501266665;otc alterations permit;2015-01-26;2015-01-26;2015-05-19;complete;Chinatown;3200.0;0.0;113.0;2015
201501266666;otc alterations permit;2015-01-26;2015-01-26;2015-04-21;complete;Outer Richmond;5000.0;0.0;85.0;2015
201501266668;otc alterations permit;2015-01-26;2015-01-26;2016-12-23;complete;Russian Hill;40000.0;0.0;697.0;2015
M553787;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Inner Sunset;NULL;0.0;NULL;2015
201501266667;otc alterations permit;2015-01-26;2015-01-26;2015-05-28;complete;Mission Bay;7800.0;0.0;122.0;2015
201501266669;otc alterations permit;2015-01-26;2015-01-26;2015-03-09;complete;Outer Richmond;1200.0;0.0;42.0;2015
M553807;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Sunset/Parkside;NULL;0.0;NULL;2015
201501266670;otc alterations permit;2015-01-26;2015-01-26;2015-03-05;complete;Tenderloin;1000.0;0.0;38.0;2015
201501266671;otc alterations permit;2015-01-26;2015-01-26;2015-06-18;complete;Lone Mountain/USF;20000.0;0.0;143.0;2015
201501266673;otc alterations permit;2015-01-26;NULL;NULL;filed;Pacific Heights;2700.0;NULL;NULL;2015
201501266672;otc alterations permit;2015-01-26;2015-02-19;2015-04-30;complete;Financial District/South Beach;817500.0;24.0;94.0;2015
201501266674;otc alterations permit;2015-01-26;2015-01-27;2015-03-23;complete;Financial District/South Beach;3000.0;1.0;56.0;2015
M553827;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2015
201501266676;otc alterations permit;2015-01-26;2015-04-15;NULL;issued;Financial District/South Beach;880000.0;79.0;NULL;2015
201501266678;otc alterations permit;2015-01-26;2015-01-26;2015-03-13;complete;South of Market;15000.0;0.0;46.0;2015
201501266677;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Twin Peaks;5650.0;0.0;NULL;2015
201501266679;otc alterations permit;2015-01-26;2015-01-26;2015-02-23;complete;West of Twin Peaks;5000.0;0.0;28.0;2015
201501266680;otc alterations permit;2015-01-26;2015-01-27;2015-07-20;complete;West of Twin Peaks;16500.0;1.0;175.0;2015
201501266681;otc alterations permit;2015-01-26;2015-01-28;2015-10-30;complete;Haight Ashbury;12000.0;2.0;277.0;2015
201501266682;otc alterations permit;2015-01-26;2015-01-29;2015-04-01;complete;Twin Peaks;23000.0;3.0;65.0;2015
201501266685;otc alterations permit;2015-01-26;2015-01-26;2015-02-06;complete;Pacific Heights;2700.0;0.0;11.0;2015
201501266684;otc alterations permit;2015-01-26;2015-01-29;NULL;issued;Haight Ashbury;1000.0;3.0;NULL;2015
201501266687;otc alterations permit;2015-01-26;2015-01-26;2015-08-24;complete;Marina;30000.0;0.0;210.0;2015
M553847;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Mission;NULL;0.0;NULL;2015
201501266688;otc alterations permit;2015-01-26;2016-07-13;NULL;issued;Mission;78000.0;534.0;NULL;2015
201501266689;otc alterations permit;2015-01-26;2015-01-26;2015-04-10;complete;Nob Hill;18000.0;0.0;74.0;2015
201501266691;otc alterations permit;2015-01-26;2015-01-26;2015-06-24;complete;Sunset/Parkside;4500.0;0.0;149.0;2015
201501266693;otc alterations permit;2015-01-26;2015-02-03;2015-10-14;complete;Excelsior;60000.0;8.0;261.0;2015
201501266690;otc alterations permit;2015-01-26;2015-01-26;2015-03-24;complete;Lone Mountain/USF;1000.0;0.0;57.0;2015
201501266692;otc alterations permit;2015-01-26;2015-01-26;2015-06-30;complete;Mission;25000.0;0.0;155.0;2015
201501266694;otc alterations permit;2015-01-26;2015-01-26;2015-01-29;complete;Excelsior;6500.0;0.0;3.0;2015
201501266695;otc alterations permit;2015-01-26;2015-01-26;2015-09-01;complete;Sunset/Parkside;5000.0;0.0;218.0;2015
M553867;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Presidio Heights;NULL;0.0;NULL;2015
201501266697;otc alterations permit;2015-01-26;2015-01-27;2015-04-17;complete;Financial District/South Beach;20000.0;1.0;81.0;2015
201501266696;otc alterations permit;2015-01-26;NULL;NULL;filed;Haight Ashbury;27000.0;NULL;NULL;2015
M553887;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2015
201501266698;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Excelsior;1.0;0.0;NULL;2015
201501266699;otc alterations permit;2015-01-26;2015-01-26;2015-02-26;complete;Pacific Heights;5000.0;0.0;31.0;2015
201501266700;otc alterations permit;2015-01-26;2015-01-26;2015-02-23;complete;Outer Richmond;20000.0;0.0;28.0;2015
M553927;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Inner Sunset;NULL;0.0;NULL;2015
201501266701;otc alterations permit;2015-01-26;2015-02-12;2016-08-02;complete;Marina;8000.0;17.0;554.0;2015
201501266702;otc alterations permit;2015-01-26;2015-01-29;2015-06-26;complete;Hayes Valley;20000.0;3.0;151.0;2015
201501266703;otc alterations permit;2015-01-26;2015-01-26;2015-01-27;complete;Bernal Heights;1.0;0.0;1.0;2015
201501266704;otc alterations permit;2015-01-26;2015-01-28;2016-11-29;complete;Marina;150000.0;2.0;673.0;2015
M553947;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2015
201501266705;otc alterations permit;2015-01-26;2015-01-26;2015-01-30;complete;Mission;3000.0;0.0;4.0;2015
201501266706;otc alterations permit;2015-01-26;2015-01-27;2016-02-08;complete;Castro/Upper Market;12000.0;1.0;378.0;2015
M553967;otc alterations permit;2015-01-26;2015-01-26;NULL;issued;Inner Sunset;NULL;0.0;NULL;2015
201501266707;otc alterations permit;2015-01-26;2015-01-26;NULL;cancelled;Haight Ashbury;15000.0;0.0;NULL;2015
201501266708;additions alterations or repairs;2015-01-26;NULL;NULL;withdrawn;South of Market;27000.0;NULL;NULL;2015
201501266709;otc alterations permit;2015-01-26;2015-01-26;2015-12-21;complete;Haight Ashbury;12000.0;0.0;329.0;2015
201501266710;otc alterations permit;2015-01-26;2015-01-26;NULL;cancelled;Pacific Heights;14000.0;0.0;NULL;2015
201501266712;additions alterations or repairs;2015-01-26;2016-09-21;NULL;issued;Outer Mission;25000.0;604.0;NULL;2015
201501266711;otc alterations permit;2015-01-26;2015-01-26;2015-06-22;complete;Mission;15800.0;0.0;147.0;2015
201501266683;otc alterations permit;2015-01-26;2015-01-28;2015-02-11;complete;South of Market;16500.0;2.0;16.0;2015
201501266713;otc alterations permit;2015-01-26;2015-02-03;2015-02-06;complete;South of Market;1.0;8.0;11.0;2015
201501266714;otc alterations permit;2015-01-26;NULL;NULL;filed;Portola;6745.0;NULL;NULL;2015
201501276715;otc alterations permit;2015-01-27;2015-04-17;NULL;issued;Bernal Heights;2000.0;80.0;NULL;2015
201501276716;otc alterations permit;2015-01-27;2015-01-27;2016-07-13;complete;South of Market;12336.0;0.0;533.0;2015
201501276717;otc alterations permit;2015-01-27;2015-01-27;2015-03-06;complete;Financial District/South Beach;12336.0;0.0;38.0;2015
201501276718;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;West of Twin Peaks;7000.0;0.0;NULL;2015
201501276719;otc alterations permit;2015-01-27;2015-01-27;2015-11-02;complete;Pacific Heights;30000.0;0.0;279.0;2015
201501276722;otc alterations permit;2015-01-27;2015-01-27;2015-03-31;complete;Financial District/South Beach;12850.0;0.0;63.0;2015
201501276720;otc alterations permit;2015-01-27;2015-01-27;2015-11-02;complete;Pacific Heights;30000.0;0.0;279.0;2015
